part_type,part_id,manufacturer,production_date,faulty,engine_id,engine_type,OEM_type
T02,2-201-2011-2058,201,2008-11-13,0,K1BE1-102-1021-177,K1BE1,1
T02,2-201-2011-1671,201,2008-11-12,0,K1BE1-102-1021-178,K1BE1,1
T02,2-201-2011-379,201,2008-11-08,0,K1BE1-102-1021-18,K1BE1,1
T03,3-202-2022-24,202,2008-11-07,0,K1BE1-102-1021-18,K1BE1,1
T04,4-202-2023-355592,202,2008-11-07,0,K1BE1-102-1021-18,K1BE1,1
T02,2-201-2011-1558,201,2008-11-11,0,K1BE1-102-1021-181,K1BE1,1
T02,2-201-2011-1280,201,2008-11-10,0,K1BE1-102-1021-182,K1BE1,1
T02,2-201-2011-1468,201,2008-11-11,0,K1BE1-102-1021-183,K1BE1,1
T02,2-201-2011-817,201,2008-11-09,0,K1BE1-102-1021-187,K1BE1,1
T01,1-201-2011-851,201,2008-11-08,0,K1BE1-102-1021-19,K1BE1,1
T03,3-202-2022-28,202,2008-11-07,0,K1BE1-102-1021-19,K1BE1,1
T04,4-204-2042-142447,204,2008-11-07,0,K1BE1-102-1021-19,K1BE1,1
T02,2-201-2011-1173,201,2008-11-10,0,K1BE1-102-1021-199,K1BE1,1
T03,3-201-2012-32,201,2008-11-07,0,K1BE1-102-1021-2,K1BE1,1
T04,4-204-2043-227,204,2008-11-07,0,K1BE1-102-1021-2,K1BE1,1
T01,1-201-2011-332,201,2008-11-07,1,K1BE1-102-1021-20,K1BE1,1
T03,3-202-2022-31,202,2008-11-07,0,K1BE1-102-1021-20,K1BE1,1
T04,4-204-2042-142619,204,2008-11-07,0,K1BE1-102-1021-20,K1BE1,1
T02,2-201-2011-1790,201,2008-11-12,0,K1BE1-102-1021-204,K1BE1,1
T02,2-201-2011-1710,201,2008-11-12,0,K1BE1-102-1021-205,K1BE1,1
T02,2-201-2011-1656,201,2008-11-12,0,K1BE1-102-1021-206,K1BE1,1
T02,2-201-2011-1780,201,2008-11-12,0,K1BE1-102-1021-207,K1BE1,1
T03,3-202-2022-35,202,2008-11-07,0,K1BE1-102-1021-21,K1BE1,1
T04,4-204-2043-691088,204,2008-11-07,0,K1BE1-102-1021-21,K1BE1,1
T02,2-201-2011-1841,201,2008-11-12,0,K1BE1-102-1021-212,K1BE1,1
T02,2-201-2011-1596,201,2008-11-11,0,K1BE1-102-1021-216,K1BE1,1
T02,2-201-2011-1892,201,2008-11-12,0,K1BE1-102-1021-217,K1BE1,1
T01,1-201-2011-847,201,2008-11-08,0,K1BE1-102-1021-22,K1BE1,1
T03,3-202-2022-36,202,2008-11-07,0,K1BE1-102-1021-22,K1BE1,1
T04,4-202-2023-1,202,2008-11-07,1,K1BE1-102-1021-22,K1BE1,1
T02,2-201-2011-2064,201,2008-11-13,0,K1BE1-102-1021-221,K1BE1,1
T02,2-201-2011-1169,201,2008-11-10,0,K1BE1-102-1021-226,K1BE1,1
T03,3-202-2022-39,202,2008-11-07,0,K1BE1-102-1021-23,K1BE1,1
T04,4-202-2023-2,202,2008-11-07,0,K1BE1-102-1021-23,K1BE1,1
T03,3-202-2023-1583,202,2008-11-12,0,K1BE1-102-1021-231,K1BE1,1
T04,4-204-2042-273,204,2008-11-12,0,K1BE1-102-1021-231,K1BE1,1
T02,2-201-2011-1682,201,2008-11-12,0,K1BE1-102-1021-238,K1BE1,1
T01,1-201-2011-73,201,2008-11-07,0,K1BE1-102-1021-24,K1BE1,1
T02,2-201-2011-255,201,2008-11-07,0,K1BE1-102-1021-24,K1BE1,1
T03,3-202-2022-44,202,2008-11-07,0,K1BE1-102-1021-24,K1BE1,1
T04,4-202-2023-4,202,2008-11-07,0,K1BE1-102-1021-24,K1BE1,1
T02,2-201-2011-2620,201,2008-11-14,0,K1BE1-102-1021-245,K1BE1,1
T02,2-201-2011-2268,201,2008-11-13,0,K1BE1-102-1021-247,K1BE1,1
T02,2-201-2011-259,201,2008-11-07,0,K1BE1-102-1021-25,K1BE1,1
T03,3-202-2022-45,202,2008-11-07,0,K1BE1-102-1021-25,K1BE1,1
T04,4-202-2023-7,202,2008-11-07,0,K1BE1-102-1021-25,K1BE1,1
T01,1-201-2011-177,201,2008-11-07,0,K1BE1-102-1021-26,K1BE1,1
T02,2-201-2011-158,201,2008-11-07,0,K1BE1-102-1021-26,K1BE1,1
T03,3-202-2022-46,202,2008-11-07,0,K1BE1-102-1021-26,K1BE1,1
T04,4-202-2023-8,202,2008-11-07,0,K1BE1-102-1021-26,K1BE1,1
T02,2-201-2011-2073,201,2008-11-13,0,K1BE1-102-1021-260,K1BE1,1
T02,2-201-2011-2215,201,2008-11-13,1,K1BE1-102-1021-266,K1BE1,1
T02,2-201-2011-2014,201,2008-11-13,0,K1BE1-102-1021-268,K1BE1,1
T01,1-201-2011-126,201,2008-11-07,0,K1BE1-102-1021-27,K1BE1,1
T02,2-201-2011-79,201,2008-11-07,0,K1BE1-102-1021-27,K1BE1,1
T02,2-201-2011-2488,201,2008-11-14,0,K1BE1-102-1021-276,K1BE1,1
T02,2-201-2011-1654,201,2008-11-12,0,K1BE1-102-1021-277,K1BE1,1
T02,2-201-2011-2252,201,2008-11-13,0,K1BE1-102-1021-278,K1BE1,1
T01,1-201-2011-599,201,2008-11-08,0,K1BE1-102-1021-28,K1BE1,1
T03,3-202-2022-50,202,2008-11-07,0,K1BE1-102-1021-28,K1BE1,1
T04,4-202-2023-11,202,2008-11-07,0,K1BE1-102-1021-28,K1BE1,1
T03,3-202-2022-53,202,2008-11-07,1,K1BE1-102-1021-29,K1BE1,1
T04,4-202-2023-22,202,2008-11-07,0,K1BE1-102-1021-29,K1BE1,1
T01,1-201-2011-101,201,2008-11-07,0,K1BE1-102-1021-3,K1BE1,1
T03,3-202-2023-348,202,2008-11-08,0,K1BE1-102-1021-3,K1BE1,1
T04,4-204-2043-228,204,2008-11-07,0,K1BE1-102-1021-3,K1BE1,1
T01,1-201-2011-400,201,2008-11-07,0,K1BE1-102-1021-30,K1BE1,1
T03,3-202-2022-55,202,2008-11-07,0,K1BE1-102-1021-30,K1BE1,1
T04,4-202-2023-25,202,2008-11-07,0,K1BE1-102-1021-30,K1BE1,1
T03,3-202-2022-59,202,2008-11-07,0,K1BE1-102-1021-31,K1BE1,1
T04,4-202-2023-29,202,2008-11-07,0,K1BE1-102-1021-31,K1BE1,1
T03,3-202-2022-61,202,2008-11-07,0,K1BE1-102-1021-32,K1BE1,1
T04,4-202-2023-31,202,2008-11-07,0,K1BE1-102-1021-32,K1BE1,1
T01,1-201-2011-279,201,2008-11-07,0,K1BE1-102-1021-33,K1BE1,1
T03,3-202-2022-64,202,2008-11-07,1,K1BE1-102-1021-33,K1BE1,1
T04,4-202-2023-32,202,2008-11-07,0,K1BE1-102-1021-33,K1BE1,1
T03,3-202-2022-69,202,2008-11-07,0,K1BE1-102-1021-34,K1BE1,1
T04,4-202-2023-34,202,2008-11-07,1,K1BE1-102-1021-34,K1BE1,1
T01,1-201-2011-816,201,2008-11-08,0,K1BE1-102-1021-35,K1BE1,1
T03,3-202-2022-70,202,2008-11-07,0,K1BE1-102-1021-35,K1BE1,1
T04,4-202-2023-37,202,2008-11-07,0,K1BE1-102-1021-35,K1BE1,1
T01,1-201-2011-168,201,2008-11-07,1,K1BE1-102-1021-36,K1BE1,1
T02,2-201-2011-371,201,2008-11-08,0,K1BE1-102-1021-36,K1BE1,1
T03,3-202-2022-72,202,2008-11-07,0,K1BE1-102-1021-36,K1BE1,1
T04,4-202-2023-40,202,2008-11-07,0,K1BE1-102-1021-36,K1BE1,1
T01,1-201-2011-4,201,2008-11-07,1,K1BE1-102-1021-37,K1BE1,1
T03,3-202-2023-3,202,2008-11-07,0,K1BE1-102-1021-37,K1BE1,1
T04,4-202-2023-41,202,2008-11-07,0,K1BE1-102-1021-37,K1BE1,1
T01,1-201-2011-376,201,2008-11-07,0,K1BE1-102-1021-38,K1BE1,1
T03,3-202-2023-6,202,2008-11-07,0,K1BE1-102-1021-38,K1BE1,1
T04,4-202-2023-43,202,2008-11-07,0,K1BE1-102-1021-38,K1BE1,1
T01,1-201-2011-527,201,2008-11-08,0,K1BE1-102-1021-39,K1BE1,1
T03,3-202-2023-7,202,2008-11-07,0,K1BE1-102-1021-39,K1BE1,1
T04,4-202-2023-44,202,2008-11-07,0,K1BE1-102-1021-39,K1BE1,1
T03,3-202-2023-448,202,2008-11-08,0,K1BE1-102-1021-4,K1BE1,1
T04,4-204-2043-236,204,2008-11-07,0,K1BE1-102-1021-4,K1BE1,1
T01,1-201-2011-628,201,2008-11-08,0,K1BE1-102-1021-40,K1BE1,1
T02,2-201-2011-109,201,2008-11-07,0,K1BE1-102-1021-40,K1BE1,1
T03,3-202-2023-8,202,2008-11-07,0,K1BE1-102-1021-40,K1BE1,1
T04,4-202-2023-47,202,2008-11-07,0,K1BE1-102-1021-40,K1BE1,1
T03,3-202-2023-307,202,2008-11-08,0,K1BE1-102-1021-41,K1BE1,1
T04,4-202-2023-185,202,2008-11-08,1,K1BE1-102-1021-41,K1BE1,1
T02,2-201-2011-904,201,2008-11-09,0,K1BE1-102-1021-42,K1BE1,1
T03,3-202-2023-309,202,2008-11-08,0,K1BE1-102-1021-42,K1BE1,1
T04,4-202-2023-192,202,2008-11-08,0,K1BE1-102-1021-42,K1BE1,1
T01,1-201-2011-472,201,2008-11-08,0,K1BE1-102-1021-43,K1BE1,1
T03,3-202-2023-310,202,2008-11-08,0,K1BE1-102-1021-43,K1BE1,1
T04,4-202-2023-193,202,2008-11-08,0,K1BE1-102-1021-43,K1BE1,1
T03,3-202-2023-312,202,2008-11-08,0,K1BE1-102-1021-44,K1BE1,1
T04,4-202-2023-194,202,2008-11-08,0,K1BE1-102-1021-44,K1BE1,1
T01,1-201-2011-449,201,2008-11-08,1,K1BE1-102-1021-45,K1BE1,1
T02,2-201-2011-549,201,2008-11-08,0,K1BE1-102-1021-47,K1BE1,1
T01,1-201-2011-265,201,2008-11-07,0,K1BE1-102-1021-48,K1BE1,1
T03,3-202-2023-317,202,2008-11-08,0,K1BE1-102-1021-48,K1BE1,1
T04,4-202-2023-209,202,2008-11-08,0,K1BE1-102-1021-48,K1BE1,1
T03,3-202-2023-319,202,2008-11-08,0,K1BE1-102-1021-49,K1BE1,1
T04,4-202-2023-213,202,2008-11-08,0,K1BE1-102-1021-49,K1BE1,1
T03,3-202-2023-550,202,2008-11-08,1,K1BE1-102-1021-5,K1BE1,1
T04,4-202-2023-155,202,2008-11-08,0,K1BE1-102-1021-5,K1BE1,1
T01,1-201-2011-454,201,2008-11-08,0,K1BE1-102-1021-50,K1BE1,1
T02,2-201-2011-363,201,2008-11-08,0,K1BE1-102-1021-50,K1BE1,1
T01,1-201-2011-809,201,2008-11-08,0,K1BE1-102-1021-51,K1BE1,1
T03,3-202-2023-321,202,2008-11-08,0,K1BE1-102-1021-51,K1BE1,1
T04,4-202-2023-217,202,2008-11-08,0,K1BE1-102-1021-51,K1BE1,1
T03,3-202-2023-322,202,2008-11-08,0,K1BE1-102-1021-52,K1BE1,1
T04,4-202-2023-220,202,2008-11-08,0,K1BE1-102-1021-52,K1BE1,1
T03,3-202-2023-325,202,2008-11-08,0,K1BE1-102-1021-53,K1BE1,1
T04,4-202-2023-222,202,2008-11-08,0,K1BE1-102-1021-53,K1BE1,1
T02,2-201-2011-608,201,2008-11-08,0,K1BE1-102-1021-54,K1BE1,1
T03,3-202-2023-328,202,2008-11-08,0,K1BE1-102-1021-54,K1BE1,1
T04,4-202-2023-224,202,2008-11-08,1,K1BE1-102-1021-54,K1BE1,1
T03,3-202-2023-330,202,2008-11-08,0,K1BE1-102-1021-55,K1BE1,1
T04,4-202-2023-225,202,2008-11-08,0,K1BE1-102-1021-55,K1BE1,1
T03,3-202-2023-333,202,2008-11-08,1,K1BE1-102-1021-56,K1BE1,1
T04,4-202-2023-226,202,2008-11-08,0,K1BE1-102-1021-56,K1BE1,1
T02,2-201-2011-62,201,2008-11-07,0,K1BE1-102-1021-57,K1BE1,1
T01,1-201-2011-509,201,2008-11-08,1,K1BE1-102-1021-58,K1BE1,1
T02,2-201-2011-466,201,2008-11-08,0,K1BE1-102-1021-58,K1BE1,1
T03,3-202-2023-335,202,2008-11-08,0,K1BE1-102-1021-58,K1BE1,1
T04,4-202-2023-232,202,2008-11-08,0,K1BE1-102-1021-58,K1BE1,1
T01,1-201-2011-528,201,2008-11-08,0,K1BE1-102-1021-59,K1BE1,1
T02,2-201-2011-506,201,2008-11-08,0,K1BE1-102-1021-59,K1BE1,1
T03,3-202-2023-339,202,2008-11-08,0,K1BE1-102-1021-59,K1BE1,1
T04,4-202-2023-234,202,2008-11-08,0,K1BE1-102-1021-59,K1BE1,1
T01,1-201-2011-497,201,2008-11-08,0,K1BE1-102-1021-6,K1BE1,1
T03,3-201-2012-64,201,2008-11-08,0,K1BE1-102-1021-6,K1BE1,1
T04,4-202-2023-174,202,2008-11-08,0,K1BE1-102-1021-6,K1BE1,1
T03,3-202-2023-340,202,2008-11-08,0,K1BE1-102-1021-60,K1BE1,1
T04,4-202-2023-235,202,2008-11-08,0,K1BE1-102-1021-60,K1BE1,1
T01,1-201-2011-529,201,2008-11-08,1,K1BE1-102-1021-61,K1BE1,1
T03,3-202-2023-341,202,2008-11-08,0,K1BE1-102-1021-61,K1BE1,1
T04,4-202-2023-238,202,2008-11-08,0,K1BE1-102-1021-61,K1BE1,1
T02,2-201-2011-725,201,2008-11-09,0,K1BE1-102-1021-62,K1BE1,1
T03,3-202-2023-344,202,2008-11-08,1,K1BE1-102-1021-62,K1BE1,1
T04,4-202-2023-242,202,2008-11-08,1,K1BE1-102-1021-62,K1BE1,1
T01,1-201-2011-1091,201,2008-11-09,0,K1BE1-102-1021-63,K1BE1,1
T02,2-201-2011-1177,201,2008-11-10,0,K1BE1-102-1021-63,K1BE1,1
T03,3-202-2023-346,202,2008-11-08,0,K1BE1-102-1021-63,K1BE1,1
T04,4-204-2042-49,204,2008-11-08,0,K1BE1-102-1021-63,K1BE1,1
T03,3-202-2023-351,202,2008-11-08,0,K1BE1-102-1021-64,K1BE1,1
T04,4-204-2042-50,204,2008-11-08,0,K1BE1-102-1021-64,K1BE1,1
T02,2-201-2011-767,201,2008-11-09,0,K1BE1-102-1021-65,K1BE1,1
T03,3-202-2023-353,202,2008-11-08,0,K1BE1-102-1021-65,K1BE1,1
T04,4-204-2042-54,204,2008-11-08,1,K1BE1-102-1021-65,K1BE1,1
T01,1-201-2011-913,201,2008-11-09,0,K1BE1-102-1021-66,K1BE1,1
T03,3-202-2023-354,202,2008-11-08,0,K1BE1-102-1021-66,K1BE1,1
T04,4-204-2042-59,204,2008-11-08,0,K1BE1-102-1021-66,K1BE1,1
T03,3-202-2023-355,202,2008-11-08,0,K1BE1-102-1021-67,K1BE1,1
T04,4-204-2042-62,204,2008-11-08,0,K1BE1-102-1021-67,K1BE1,1
T03,3-202-2023-356,202,2008-11-08,0,K1BE1-102-1021-68,K1BE1,1
T04,4-204-2042-63,204,2008-11-08,0,K1BE1-102-1021-68,K1BE1,1
T01,1-201-2011-1101,201,2008-11-09,0,K1BE1-102-1021-69,K1BE1,1
T03,3-202-2023-357,202,2008-11-08,0,K1BE1-102-1021-69,K1BE1,1
T04,4-204-2042-66,204,2008-11-08,0,K1BE1-102-1021-69,K1BE1,1
T01,1-201-2011-183,201,2008-11-07,0,K1BE1-102-1021-7,K1BE1,1
T02,2-201-2011-320,201,2008-11-07,0,K1BE1-102-1021-7,K1BE1,1
T03,3-201-2011-21965,201,2008-11-08,1,K1BE1-102-1021-7,K1BE1,1
T04,4-202-2023-199,202,2008-11-08,1,K1BE1-102-1021-7,K1BE1,1
T01,1-201-2011-543,201,2008-11-08,0,K1BE1-102-1021-70,K1BE1,1
T02,2-201-2011-986,201,2008-11-09,0,K1BE1-102-1021-70,K1BE1,1
T03,3-202-2023-359,202,2008-11-08,0,K1BE1-102-1021-70,K1BE1,1
T04,4-204-2042-69,204,2008-11-08,0,K1BE1-102-1021-70,K1BE1,1
T02,2-201-2011-87,201,2008-11-07,0,K1BE1-102-1021-71,K1BE1,1
T03,3-202-2023-360,202,2008-11-08,0,K1BE1-102-1021-71,K1BE1,1
T04,4-204-2042-72,204,2008-11-08,0,K1BE1-102-1021-71,K1BE1,1
T02,2-201-2011-944,201,2008-11-09,0,K1BE1-102-1021-73,K1BE1,1
T03,3-202-2023-364,202,2008-11-08,0,K1BE1-102-1021-73,K1BE1,1
T04,4-204-2042-75,204,2008-11-08,0,K1BE1-102-1021-73,K1BE1,1
T02,2-201-2011-581,201,2008-11-08,0,K1BE1-102-1021-75,K1BE1,1
T03,3-202-2023-368,202,2008-11-08,0,K1BE1-102-1021-75,K1BE1,1
T04,4-204-2042-79,204,2008-11-08,0,K1BE1-102-1021-75,K1BE1,1
T03,3-202-2023-371,202,2008-11-08,0,K1BE1-102-1021-76,K1BE1,1
T04,4-204-2042-81,204,2008-11-08,0,K1BE1-102-1021-76,K1BE1,1
T03,3-202-2023-373,202,2008-11-08,0,K1BE1-102-1021-77,K1BE1,1
T04,4-204-2042-91,204,2008-11-08,0,K1BE1-102-1021-77,K1BE1,1
T01,1-201-2011-36,201,2008-11-07,0,K1BE1-102-1021-78,K1BE1,1
T03,3-202-2023-374,202,2008-11-08,1,K1BE1-102-1021-78,K1BE1,1
T04,4-204-2042-95,204,2008-11-08,0,K1BE1-102-1021-78,K1BE1,1
T02,2-201-2011-261,201,2008-11-07,0,K1BE1-102-1021-79,K1BE1,1
T03,3-202-2023-376,202,2008-11-08,0,K1BE1-102-1021-79,K1BE1,1
T04,4-204-2043-237,204,2008-11-08,0,K1BE1-102-1021-79,K1BE1,1
T03,3-202-2022-1,202,2008-11-07,0,K1BE1-102-1021-8,K1BE1,1
T04,4-202-2023-208,202,2008-11-08,0,K1BE1-102-1021-8,K1BE1,1
T01,1-201-2011-1207,201,2008-11-09,0,K1BE1-102-1021-80,K1BE1,1
T01,1-201-2011-1171,201,2008-11-09,0,K1BE1-102-1021-81,K1BE1,1
T02,2-201-2011-954,201,2008-11-09,0,K1BE1-102-1021-81,K1BE1,1
T03,3-202-2022-196,202,2008-11-09,0,K1BE1-102-1021-81,K1BE1,1
T04,4-202-2023-291,202,2008-11-09,0,K1BE1-102-1021-81,K1BE1,1
T03,3-202-2022-202,202,2008-11-09,0,K1BE1-102-1021-83,K1BE1,1
T04,4-202-2023-294,202,2008-11-09,0,K1BE1-102-1021-83,K1BE1,1
T03,3-202-2022-204,202,2008-11-09,0,K1BE1-102-1021-84,K1BE1,1
T04,4-202-2023-297,202,2008-11-09,1,K1BE1-102-1021-84,K1BE1,1
T02,2-201-2011-652,201,2008-11-08,0,K1BE1-102-1021-85,K1BE1,1
T02,2-201-2011-1174,201,2008-11-10,0,K1BE1-102-1021-86,K1BE1,1
T03,3-202-2022-209,202,2008-11-09,0,K1BE1-102-1021-86,K1BE1,1
T04,4-202-2023-300,202,2008-11-09,0,K1BE1-102-1021-86,K1BE1,1
T01,1-201-2011-1132,201,2008-11-09,0,K1BE1-102-1021-87,K1BE1,1
T02,2-201-2011-980,201,2008-11-09,1,K1BE1-102-1021-87,K1BE1,1
T03,3-202-2022-215,202,2008-11-09,0,K1BE1-102-1021-87,K1BE1,1
T04,4-202-2023-304,202,2008-11-09,0,K1BE1-102-1021-87,K1BE1,1
T01,1-201-2011-905,201,2008-11-09,0,K1BE1-102-1021-88,K1BE1,1
T02,2-201-2011-489,201,2008-11-08,0,K1BE1-102-1021-88,K1BE1,1
T03,3-202-2022-2,202,2008-11-07,0,K1BE1-102-1021-9,K1BE1,1
T04,4-204-2042-88,204,2008-11-08,0,K1BE1-102-1021-9,K1BE1,1
T01,1-201-2011-928,201,2008-11-09,0,K1BE1-102-1021-90,K1BE1,1
T03,3-202-2023-593,202,2008-11-09,0,K1BE1-102-1021-90,K1BE1,1
T04,4-202-2023-307,202,2008-11-09,0,K1BE1-102-1021-90,K1BE1,1
T01,1-201-2011-1272,201,2008-11-09,0,K1BE1-102-1021-91,K1BE1,1
T03,3-202-2023-594,202,2008-11-09,0,K1BE1-102-1021-91,K1BE1,1
T04,4-202-2023-308,202,2008-11-09,0,K1BE1-102-1021-91,K1BE1,1
T03,3-202-2023-596,202,2008-11-09,0,K1BE1-102-1021-93,K1BE1,1
T04,4-202-2023-310,202,2008-11-09,0,K1BE1-102-1021-93,K1BE1,1
T01,1-201-2011-696,201,2008-11-08,1,K1BE1-102-1021-94,K1BE1,1
T03,3-202-2023-598,202,2008-11-09,0,K1BE1-102-1021-94,K1BE1,1
T04,4-202-2023-312,202,2008-11-09,0,K1BE1-102-1021-94,K1BE1,1
T03,3-202-2023-600,202,2008-11-09,0,K1BE1-102-1021-96,K1BE1,1
T04,4-202-2023-317,202,2008-11-09,0,K1BE1-102-1021-96,K1BE1,1
T02,2-201-2011-1363,201,2008-11-11,0,K1BE1-102-1021-97,K1BE1,1
T03,3-202-2023-603,202,2008-11-09,0,K1BE1-102-1021-97,K1BE1,1
T04,4-202-2023-319,202,2008-11-09,0,K1BE1-102-1021-97,K1BE1,1
T01,1-201-2011-1145,201,2008-11-09,0,K1BE1-102-1021-98,K1BE1,1
T03,3-202-2023-17,202,2008-11-07,0,K1BE1-104-1041-1,K1BE1,1
T04,4-202-2023-49,202,2008-11-07,0,K1BE1-104-1041-1,K1BE1,1
T03,3-202-2023-31,202,2008-11-07,0,K1BE1-104-1041-10,K1BE1,1
T04,4-202-2023-65,202,2008-11-07,0,K1BE1-104-1041-10,K1BE1,1
T01,1-201-2011-665,201,2008-11-08,0,K1BE1-104-1041-100,K1BE1,1
T03,3-202-2023-253,202,2008-11-07,0,K1BE1-104-1041-100,K1BE1,1
T04,4-204-2043-133,204,2008-11-07,0,K1BE1-104-1041-100,K1BE1,1
T02,2-201-2011-1428,201,2008-11-11,0,K1BE1-104-1041-1005,K1BE1,1
T02,2-201-2011-602,201,2008-11-08,0,K1BE1-104-1041-101,K1BE1,1
T03,3-202-2023-254,202,2008-11-07,0,K1BE1-104-1041-101,K1BE1,1
T04,4-204-2043-138,204,2008-11-07,0,K1BE1-104-1041-101,K1BE1,1
T02,2-201-2011-1605,201,2008-11-11,0,K1BE1-104-1041-1012,K1BE1,1
T02,2-201-2011-1635,201,2008-11-11,0,K1BE1-104-1041-1013,K1BE1,1
T02,2-201-2011-1102,201,2008-11-10,0,K1BE1-104-1041-1016,K1BE1,1
T03,3-202-2023-260,202,2008-11-07,0,K1BE1-104-1041-102,K1BE1,1
T04,4-204-2043-139,204,2008-11-07,0,K1BE1-104-1041-102,K1BE1,1
T02,2-201-2011-1235,201,2008-11-10,0,K1BE1-104-1041-1025,K1BE1,1
T03,3-202-2023-262,202,2008-11-07,0,K1BE1-104-1041-103,K1BE1,1
T04,4-204-2043-143,204,2008-11-07,0,K1BE1-104-1041-103,K1BE1,1
T02,2-201-2011-1379,201,2008-11-11,0,K1BE1-104-1041-1039,K1BE1,1
T03,3-202-2023-263,202,2008-11-07,0,K1BE1-104-1041-104,K1BE1,1
T04,4-204-2043-148,204,2008-11-07,0,K1BE1-104-1041-104,K1BE1,1
T02,2-201-2011-1706,201,2008-11-12,0,K1BE1-104-1041-1041,K1BE1,1
T02,2-201-2011-1564,201,2008-11-11,0,K1BE1-104-1041-1042,K1BE1,1
T02,2-201-2011-1401,201,2008-11-11,0,K1BE1-104-1041-1049,K1BE1,1
T01,1-201-2011-196,201,2008-11-07,0,K1BE1-104-1041-105,K1BE1,1
T03,3-202-2023-264,202,2008-11-07,0,K1BE1-104-1041-105,K1BE1,1
T04,4-204-2043-150,204,2008-11-07,0,K1BE1-104-1041-105,K1BE1,1
T02,2-201-2011-1683,201,2008-11-12,0,K1BE1-104-1041-1050,K1BE1,1
T02,2-201-2011-1423,201,2008-11-11,0,K1BE1-104-1041-1057,K1BE1,1
T02,2-201-2011-164,201,2008-11-07,0,K1BE1-104-1041-106,K1BE1,1
T03,3-202-2023-265,202,2008-11-07,0,K1BE1-104-1041-106,K1BE1,1
T04,4-204-2043-152,204,2008-11-07,0,K1BE1-104-1041-106,K1BE1,1
T02,2-201-2011-1607,201,2008-11-11,0,K1BE1-104-1041-1061,K1BE1,1
T02,2-201-2011-1716,201,2008-11-12,0,K1BE1-104-1041-1063,K1BE1,1
T02,2-201-2011-1042,201,2008-11-10,0,K1BE1-104-1041-1065,K1BE1,1
T02,2-201-2011-1766,201,2008-11-12,0,K1BE1-104-1041-1067,K1BE1,1
T02,2-201-2011-58,201,2008-11-07,0,K1BE1-104-1041-107,K1BE1,1
T03,3-202-2023-267,202,2008-11-07,0,K1BE1-104-1041-107,K1BE1,1
T04,4-204-2043-155,204,2008-11-07,0,K1BE1-104-1041-107,K1BE1,1
T02,2-201-2011-1633,201,2008-11-11,0,K1BE1-104-1041-1071,K1BE1,1
T02,2-201-2011-1760,201,2008-11-12,0,K1BE1-104-1041-1074,K1BE1,1
T03,3-202-2023-268,202,2008-11-07,0,K1BE1-104-1041-108,K1BE1,1
T04,4-204-2043-160,204,2008-11-07,0,K1BE1-104-1041-108,K1BE1,1
T02,2-201-2011-1610,201,2008-11-11,1,K1BE1-104-1041-1082,K1BE1,1
T02,2-201-2011-1526,201,2008-11-11,0,K1BE1-104-1041-1084,K1BE1,1
T02,2-201-2011-1948,201,2008-11-12,0,K1BE1-104-1041-1088,K1BE1,1
T01,1-201-2011-264,201,2008-11-07,0,K1BE1-104-1041-109,K1BE1,1
T03,3-202-2023-271,202,2008-11-07,1,K1BE1-104-1041-109,K1BE1,1
T04,4-204-2043-162,204,2008-11-07,0,K1BE1-104-1041-109,K1BE1,1
T02,2-201-2011-1316,201,2008-11-10,0,K1BE1-104-1041-1091,K1BE1,1
T02,2-201-2011-1000,201,2008-11-10,0,K1BE1-104-1041-1095,K1BE1,1
T02,2-201-2011-774,201,2008-11-09,0,K1BE1-104-1041-1099,K1BE1,1
T03,3-202-2023-33,202,2008-11-07,0,K1BE1-104-1041-11,K1BE1,1
T04,4-202-2023-69,202,2008-11-07,0,K1BE1-104-1041-11,K1BE1,1
T01,1-201-2011-18,201,2008-11-07,1,K1BE1-104-1041-110,K1BE1,1
T02,2-201-2011-501,201,2008-11-08,0,K1BE1-104-1041-110,K1BE1,1
T03,3-202-2023-272,202,2008-11-07,0,K1BE1-104-1041-110,K1BE1,1
T04,4-204-2043-163,204,2008-11-07,0,K1BE1-104-1041-110,K1BE1,1
T02,2-201-2011-1639,201,2008-11-11,0,K1BE1-104-1041-1100,K1BE1,1
T02,2-201-2011-1719,201,2008-11-12,0,K1BE1-104-1041-1101,K1BE1,1
T02,2-201-2011-1214,201,2008-11-10,0,K1BE1-104-1041-1103,K1BE1,1
T02,2-201-2011-1712,201,2008-11-12,0,K1BE1-104-1041-1104,K1BE1,1
T03,3-202-2023-274,202,2008-11-07,0,K1BE1-104-1041-111,K1BE1,1
T04,4-204-2043-166,204,2008-11-07,0,K1BE1-104-1041-111,K1BE1,1
T02,2-201-2011-1373,201,2008-11-11,0,K1BE1-104-1041-1110,K1BE1,1
T02,2-201-2011-1885,201,2008-11-12,0,K1BE1-104-1041-1112,K1BE1,1
T02,2-201-2011-1637,201,2008-11-11,0,K1BE1-104-1041-1117,K1BE1,1
T02,2-201-2011-735,201,2008-11-09,0,K1BE1-104-1041-1118,K1BE1,1
T02,2-201-2011-1793,201,2008-11-12,0,K1BE1-104-1041-1119,K1BE1,1
T01,1-201-2011-636,201,2008-11-08,0,K1BE1-104-1041-112,K1BE1,1
T03,3-202-2023-277,202,2008-11-07,0,K1BE1-104-1041-112,K1BE1,1
T04,4-204-2043-168,204,2008-11-07,0,K1BE1-104-1041-112,K1BE1,1
